"FDR"	"mz_ml_files/A1"	"mz_ml_files/A2"	"mz_ml_files/A3"	"mz_ml_files/B1"	"mz_ml_files/B2"	"mz_ml_files/B3"	"mz_ml_files/C1"	"mz_ml_files/C2"	"mz_ml_files/C3"	"mz_ml_files/D1"	"mz_ml_files/D2"	"mz_ml_files/D3"
"HPRR4320438"	1.0	0.89610845	1.0	1.0	0.94727278	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320431"	0.75087899	0.68223816	0.80424106	0.87367952	1.0	0.65394837	1.0	0.76509082	0.72218925	1.0	1.0	1.0
"HPRR4320430"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320433"	1.0	0.95410436	0.79838789	1.0	0.91981584	0.93337792	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320432"	1.0	0.94341099	0.98993427	1.0	0.94727278	1.0	0.94189489	0.95459384	1.0	1.0	1.0	1.0
"HPRR4320435"	0.93807858	0.94700199	1.0	0.95436865	0.94727278	0.95757627	0.99231869	0.97138321	1.0	0.92398638	0.94478768	0.94342488
"HPRR4320434"	0.92939818	1.0	1.0	1.0	0.94727278	1.0	1.0	0.97142535	0.99179858	1.0	1.0	1.0
"HPRR4320437"	1.0	1.0	1.0	1.0	1.0	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320436"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4220263"	0.00053403003	9.4381299e-05	5.4359654e-05	0.00079956179	0.0047147502	0.0049247239	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320347"	1.0	0.96838325	1.0	1.0	1.0	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320346"	0.90778553	0.82809579	0.9966653	0.91876429	1.0	0.92075777	0.95954037	0.86838049	0.96835047	1.0	1.0	1.0
"HPRR4320345"	0.58917439	1.0	1.0	0.73918498	0.94727278	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320344"	1.0	0.79314065	1.0	1.0	0.94727278	0.96908575	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320343"	0.96816915	0.91426331	0.95443964	0.97713053	0.92108423	0.96924508	0.82150525	0.83005303	0.9438405	1.0	0.24676588	0.94738388
"HPRR4320342"	1.0	1.0	0.80662256	1.0	1.0	1.0	0.76516408	0.97478008	0.82406592	1.0	1.0	1.0
"HPRR4320341"	1.0	1.0	0.86953396	1.0	1.0	1.0	1.0	1.0	0.7686516	1.0	1.0	1.0
"HPRR4320340"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320349"	1.0	0.96870989	1.0	1.0	0.94727278	0.96924508	1.0	0.97427535	1.0	0.73356211	1.0	1.0
"HPRR4320348"	0.95900321	1.0	1.0	0.97712439	0.94727278	0.96924508	1.0	1.0	0.99179858	1.0	1.0	1.0
"HPRR4291050"	1.0	1.0	1.0	0.96572709	0.94727278	1.0	0.93386579	1.0	1.0	1.0	1.0	1.0
"HPRR4291051"	1.0	1.0	1.0	0.97424984	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4291052"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4291053"	0.99861521	0.96870989	1.0	0.97713053	0.94727278	0.96924508	1.0	1.0	0.97485638	1.0	1.0	1.0
"HPRR4291054"	0.9845643	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4291055"	0.92086363	1.0	0.96533167	1.0	1.0	1.0	1.0	0.93440896	0.99127853	0.90415919	0.29450223	0.39046502
"HPRR4291056"	1.0	1.0	1.0	0.97713053	1.0	0.96924341	1.0	0.97196609	0.98732996	1.0	1.0	1.0
"HPRR4291057"	0.9395358	0.96014464	0.99628723	0.97353548	0.94727278	0.60115433	1.0	1.0	0.88249665	1.0	1.0	1.0
"HPRR4291058"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR2580010"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR2510306"	0.0023180081	4.871178e-05	9.5808515e-05	7.0641261e-05	0.019168582	9.1075039e-05	0.0040584891	0.0039241123	0.0014715346	1.0	1.0	1.0
"HPRR2110077"	1.0	1.0	1.0	1.0	1.0	1.0	0.00067499187	0.0019068713	0.001498204	1.0	1.0	1.0
"HPRR280111"	0.017872319	0.00073766132	0.005830558	1.0	1.0	1.0	0.0048929206	0.84964168	0.97960997	1.0	0.91300207	1.0
"HPRR4520046"	7.715157e-05	0.58143502	8.0258287e-05	0.00019557911	0.0001208229	0.13070261	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4520044"	6.0904913e-06	1.0	1.0	1.0	1.0	7.6757642e-06	1.0	0.96969861	1.0	1.0	1.0	1.0
"HPRR3420055"	9.3716082e-08	2.6098848e-08	3.5818917e-07	5.6320073e-07	1.0	4.6331985e-07	4.2344341e-09	8.7329655e-10	9.5981569e-09	1.0	0.97134668	0.92892861
"HPRR2260008"	0.38393009	0.44092155	0.41593391	0.24526943	0.31419441	0.35616058	0.192569	0.46123764	0.44582888	0.88108665	0.94633579	0.93043351
"HPRR3780084"	3.2637785e-05	5.2690611e-05	5.0856597e-06	0.50238276	0.28113353	0.55655831	0.00022119551	0.00039605968	4.2991651e-06	1.0	1.0	0.93170911
"HPRR280079"	0.0026669577	0.00027756128	0.94165289	0.84105301	0.94727278	1.0	2.6784715e-05	0.0017216221	4.9416256e-05	1.0	1.0	1.0
"HPRR1952061"	0.98676276	1.0	0.9965291	1.0	1.0	1.0	0.56313372	0.97261786	0.66022336	1.0	0.9603011	1.0
"HPRR2210165"	0.0021476184	0.004169968	0.00018630893	0.00092953921	0.0028500652	0.002127493	0.0032697779	0.0011963276	0.00031692363	1.0	1.0	1.0
"HPRR140746"	1.0	1.0	0.9966653	0.97713053	0.95079041	1.0	0.84759164	1.0	1.0	1.0	1.0	1.0
"HPRR3880239"	0.10708961	0.047664493	1.0	0.070424333	0.072453164	0.14421408	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR390019"	0.059738398	0.00055815192	0.010638877	0.0393763	0.0077411607	0.011421493	0.019279821	0.039342966	0.040064517	1.0	1.0	1.0
"HPRR4290989"	1.0	0.94472575	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4290988"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4290985"	1.0	0.96782321	1.0	1.0	1.0	1.0	1.0	0.9676559	0.99179858	1.0	1.0	1.0
"HPRR4290987"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4290986"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4290981"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.70551646	0.99027812	1.0	1.0	1.0
"HPRR4290983"	1.0	1.0	1.0	1.0	0.94727278	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4290982"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR3730146"	4.6248772e-08	7.822834e-11	2.5790123e-09	2.1083808e-09	1.9853903e-08	5.1336028e-06	1.0	0.9490062	1.0	1.0	1.0	1.0
"HPRR3330016"	0.58353192	0.67775714	0.43357709	0.61489671	0.60405511	0.74447817	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR3730444"	0.095912233	2.5049962e-07	9.7435247e-07	1.0830437e-05	3.3912204e-06	7.9143945e-08	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR3730445"	1.2289796e-06	3.1918742e-05	1.4924458e-06	0.00015975433	0.0062190173	2.6651279e-07	1.0	1.0	0.99179858	1.0	1.0	1.0
"HPRR4280170"	8.0469954e-06	1.0	3.4312966e-06	3.2505545e-06	7.3913296e-05	9.7913835e-07	1.3394757e-07	7.5253928e-09	2.1181174e-06	1.0	1.0	1.0
"HPRR4030419"	0.00095423509	0.00048873306	0.00015032344	0.00029971218	0.00029033422	0.00035802426	0.00031693655	0.00056434766	0.00015628584	1.0	1.0	1.0
"HPRR4320498"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR3760436"	1.5480994e-06	0.13935541	0.0010647117	0.041949239	0.082594462	0.061493035	0.038728356	0.17042203	0.42841387	1.0	1.0	1.0
"HPRR3760434"	0.00010711257	0.00017147523	6.1917955e-05	0.00014976003	0.00030870433	0.00011636681	0.0019503419	0.0014864786	0.00016643232	1.0	1.0	0.73014671
"HPRR1450358"	0.12830383	0.093254	4.6975325e-05	1.0	1.0	1.0	0.23075846	0.0068210713	0.0028190708	1.0	1.0	0.9788115
"HPRR4030092"	0.00082534901	1.0	0.063709989	0.038636182	0.0084104203	1.0	1.0	1.0	0.011085737	1.0	1.0	1.0
"HPRR4340110"	1.0	1.0	1.0	1.0	1.0	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4340111"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR640048"	0.020890601	0.018148379	0.49753568	0.9012903	0.94727278	1.0	0.012155335	0.42601964	0.012928319	1.0	1.0	1.0
"HPRR4320062"	1.0	1.0	1.0	1.0	1.0	0.85034955	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4030528"	1.0	1.0	1.0	0.97713053	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320063"	1.0	1.0	1.0	1.0	1.0	0.96924508	1.0	0.77434111	0.9379279	1.0	1.0	1.0
"HPRR4320709"	1.0	0.96870989	1.0	1.0	1.0	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4310022"	0.97902137	1.0	1.0	1.0	0.94727278	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR2150237"	0.00013735522	0.00014253706	8.6733271e-06	1.0	0.94727278	1.0	0.00011609941	2.053567e-05	1.4424851e-05	1.0	1.0	1.0
"HPRR4320703"	0.88274711	1.0	1.0	1.0	0.92982525	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4310028"	0.99518651	1.0	0.9966653	0.97713053	0.94727278	1.0	0.5573988	1.0	0.88708091	1.0	1.0	1.0
"HPRR4320648"	1.0	0.95578003	0.98390043	0.97174871	0.94727278	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320649"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320642"	0.9724859	1.0	1.0	1.0	1.0	0.96924508	1.0	1.0	1.0	1.0	1.0	0.94371998
"HPRR4320643"	1.0	0.96791035	0.9966653	1.0	0.94727278	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320640"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320641"	1.0	0.96206915	1.0	1.0	0.94727278	0.9274376	0.850308	1.0	0.98970103	1.0	1.0	1.0
"HPRR4320646"	1.0	1.0	1.0	1.0	1.0	1.0	0.98810089	0.97797644	1.0	1.0	1.0	1.0
"HPRR4320647"	0.99423969	1.0	1.0	1.0	1.0	1.0	1.0	0.96219325	1.0	1.0	1.0	1.0
"HPRR4320644"	1.0	0.96870989	1.0	1.0	0.95504206	0.76255387	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320645"	0.99879742	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.468968
"HPRR4320512"	0.63067853	0.83262569	0.9966653	0.94140458	0.51361769	0.84464288	1.0	0.96387607	1.0	1.0	1.0	1.0
"HPRR4320513"	1.0	0.96870989	0.9966653	1.0	1.0	0.96924508	1.0	0.99405515	0.99027193	1.0	1.0	1.0
"HPRR4320510"	0.97502559	0.96870989	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320511"	1.0	1.0	0.99504471	1.0	0.90780973	1.0	1.0	0.96580321	1.0	1.0	1.0	1.0
"HPRR4320516"	1.0	1.0	0.9966653	0.97713053	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320517"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320514"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320515"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320518"	0.37083361	0.7494812	0.40889147	0.36020842	0.49451527	0.7086826	0.48629767	0.67000693	0.50636506	1.0	1.0	1.0
"HPRR4320519"	1.0	1.0	0.9966653	1.0	1.0	1.0	1.0	1.0	0.99179858	1.0	1.0	1.0
"HPRR2990028"	0.039060485	0.015927192	0.047087613	0.027146807	0.027184349	0.018623447	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR1951371"	0.00016933361	2.8339158e-05	3.6233247e-05	1.0	1.0	1.0	0.00034135883	4.7033715e-05	7.4895048e-05	1.0	1.0	1.0
"HPRR4320246"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR2550362"	0.053960994	0.0034704527	0.0090947449	0.046585031	0.11488583	0.095910318	0.013992932	0.14954726	0.060093883	1.0	1.0	1.0
"HPRR4320428"	0.033564977	0.079167239	1.0	0.011710641	0.0075185951	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320247"	1.0	1.0	1.0	1.0	1.0	1.0	0.97167635	0.97041529	1.0	1.0	1.0	1.0
"HPRR4320426"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.99253464	1.0	1.0	1.0	1.0
"HPRR4320427"	1.0	1.0	1.0	0.97713053	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320424"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320425"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320422"	1.0	1.0	1.0	0.95736313	1.0	1.0	0.76830781	1.0	1.0	1.0	0.78655279	0.90878499
"HPRR4320423"	0.99566358	0.95521247	0.9966653	1.0	0.94727278	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320420"	0.86146098	1.0	0.9966653	0.97713053	0.94727278	0.96924508	0.77973914	1.0	0.98974252	1.0	0.77390176	1.0
"HPRR4320421"	1.0	1.0	1.0	1.0	0.90633404	0.91759133	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320533"	1.0	0.76400715	0.84253109	0.96448702	1.0	0.96924508	1.0	1.0	0.99179858	1.0	1.0	1.0
"HPRR4320534"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR2550633"	0.01333302	0.0050195032	0.013298978	0.97713053	0.94727278	1.0	0.00066840468	0.003622205	0.0042998451	1.0	1.0	1.0
"HPRR4320535"	1.0	1.0	1.0	1.0	1.0	0.96924508	1.0	1.0	0.9860279	1.0	1.0	1.0
"HPRR4320354"	1.0	1.0	1.0	1.0	1.0	1.0	0.97902685	1.0	1.0	1.0	1.0	1.0
"HPRR4320355"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320356"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.98855239	1.0	1.0	1.0	1.0
"HPRR4320357"	1.0	1.0	1.0	0.90542352	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320350"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320240"	1.0	1.0	0.9966653	1.0	1.0	0.95751357	1.0	0.91787976	1.0	1.0	1.0	1.0
"HPRR4320352"	1.0	1.0	1.0	1.0	0.94727278	1.0	1.0	1.0	0.99004489	1.0	1.0	1.0
"HPRR4320353"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320241"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320358"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.88965231	1.0	1.0	1.0	0.31482494
"HPRR4320359"	1.0	1.0	1.0	1.0	0.92767507	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320127"	1.0	1.0	1.0	1.0	1.0	0.96924508	1.0	1.0	0.99179858	1.0	1.0	1.0
"HPRR4291060"	1.0	0.96574801	0.9966653	0.97703993	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320126"	1.0	1.0	1.0	0.97713053	1.0	0.96924508	0.79869783	0.90646237	1.0	1.0	1.0	1.0
"HPRR4320125"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320124"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320123"	0.0037680401	0.0070418976	2.1968201e-08	1.3845084e-09	0.01307444	0.0088959467	1.0	1.0	0.99163902	1.0	1.0	1.0
"HPRR4320122"	1.0	0.96870989	1.0	1.0	1.0	1.0	0.90321577	0.97161967	1.0	1.0	1.0	1.0
"HPRR4320121"	0.98919523	0.87634045	1.0	0.97713053	1.0	1.0	1.0	0.96852297	0.97609586	1.0	1.0	1.0
"HPRR3640011"	3.6680142e-06	0.0039522722	0.0043722088	0.00040673139	2.1783304e-05	0.00026674799	0.0044235499	0.0014463178	2.1812443e-06	1.0	0.93705702	1.0
"HPRR300183"	0.046836607	1.0	1.0	1.0	1.0	1.0	0.022125345	0.0029551026	0.012760892	1.0	0.83504951	0.96883518
"HPRR1951792"	9.6989043e-06	0.96870989	0.9966653	0.97713053	0.94727278	0.96924508	0.040177837	0.022771535	1.0	1.0	1.0	1.0
"HPRR1951798"	0.95023268	0.96175998	0.17812118	1.0	1.0	0.96924508	0.36243159	0.54237753	0.85928899	1.0	0.95440096	1.0
"HPRR4320129"	0.99989486	0.96870989	0.9966653	0.97713053	1.0	0.96924508	1.0	1.0	0.99179858	0.97667021	1.0	0.86313373
"HPRR2280170"	0.0010908761	0.00081156869	0.00043727289	1.0	1.0	1.0	1.0	0.97005928	0.00016615113	1.0	1.0	1.0
"HPRR2440760"	1.0	1.0	0.9966653	1.0	0.94727278	3.3754786e-06	0.039684534	0.080871716	0.022712022	1.0	1.0	1.0
"HPRR3780093"	1.0	0.0065385695	0.0049415552	0.010151422	0.0018999737	0.1064785	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR3780090"	0.00316963	0.013937452	0.00072153372	3.8241913e-05	0.00047634667	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR2700128"	1.0	1.0	1.0	1.0	1.0	1.0	2.095135e-09	8.8576196e-18	9.4779836e-15	1.0	1.0	5.0140139e-11
